vacancy_id,date_posted,profession,experience_level,region,work_format,company_size,key_skills,salary_from_rub,salary_to_rub,currency
101445,2024-05-11,Product Manager,Senior,Удалённо (Россия),Удалённо,Стартап (<50),"Agile, Confluence, Git, Jira, SQL",185000,231000,RUB
104928,2024-05-11,Product Manager,Senior,Удалённо (Россия),Офис,Средняя (250-1000),"Agile, Analytics, Confluence, Git, Jira, SQL",133000,158000,RUB
103642,2024-05-11,DevOps Engineer,Middle,Краснодар,Офис,Крупная (1000+),"AWS, CI/CD, Docker, Git, Kubernetes, Linux, Terraform",62000,72000,RUB
105380,2024-05-11,QA Engineer,Junior,Удалённо (Россия),Удалённо,Стартап (<50),"Git, Manual Testing, Postman, SQL, Selenium",35000,43000,RUB
104161,2024-05-11,Full-stack Developer,Middle,Москва,Удалённо,Малая (50-250),"Docker, Git, JavaScript, Node.js, React, SQL",110000,146000,RUB
102676,2024-05-11,QA Engineer,Middle,Краснодар,Удалённо,Малая (50-250),"Git, Manual Testing, Postman, Python, SQL, Selenium",37000,48000,RUB
100921,2024-05-11,Data Engineer,Middle,Москва,Удалённо,Крупная (1000+),"Airflow, Git, Kafka, Spark",128000,156000,RUB
103707,2024-05-11,Frontend Developer,Junior,Новосибирск,Офис,Малая (50-250),"CSS, HTML, JavaScript, React, TypeScript",30000,40000,RUB
104010,2024-05-12,Frontend Developer,Middle,Удалённо (Россия),Офис,Крупная (1000+),"CSS, JavaScript, React, TypeScript",71000,83000,RUB
103011,2024-05-12,Mobile Developer,Senior,Нижний Новгород,Удалённо,Стартап (<50),"Git, Kotlin, REST API, SQL, Swift",82000,108000,RUB
104620,2024-05-12,Product Manager,Middle,Казань,Офис,Стартап (<50),"Agile, Confluence, Git, Jira, SQL",54000,63000,RUB
100254,2024-05-13,Data Scientist,Middle,Удалённо (Россия),Удалённо,Малая (50-250),"Docker, Git, PyTorch, SQL, Scikit-learn, Statistics",109000,128000,RUB
105702,2024-05-13,Data Analyst,Middle,Удалённо (Россия),Удалённо,Крупная (1000+),"Excel, Git, SQL, Tableau",59000,75000,RUB
102466,2024-05-13,Data Scientist,Junior,Удалённо (Россия),Гибрид,Средняя (250-1000),"Git, PyTorch, Python, SQL, Scikit-learn, Statistics",58000,74000,RUB
105799,2024-05-13,Backend Developer,Senior,Удалённо (Россия),Гибрид,Крупная (1000+),"Git, Kubernetes, Python, REST API, SQL",170000,225000,RUB
101525,2024-05-13,Backend Developer,Junior,Санкт-Петербург,Удалённо,Средняя (250-1000),"Git, Java, Kubernetes, PostgreSQL, Python",55000,65000,RUB
102405,2024-05-13,Data Engineer,Lead,Москва,Удалённо,Средняя (250-1000),"ClickHouse, Docker, Git, Kafka, Spark",248000,310000,RUB
101626,2024-05-14,Frontend Developer,Middle,Краснодар,Офис,Малая (50-250),"CSS, Git, HTML, JavaScript, React, TypeScript",41000,51000,RUB
105212,2024-05-14,ML Engineer,Middle,Москва,Удалённо,Средняя (250-1000),"Docker, Git, Kubernetes, MLflow, PyTorch, Python, TensorFlow",112000,151000,RUB
104909,2024-05-14,Product Manager,Middle,Нижний Новгород,Гибрид,Крупная (1000+),"Agile, Analytics, Confluence, Git, Jira, SQL",63000,83000,RUB
101867,2024-05-14,ML Engineer,Senior,Москва,Гибрид,Стартап (<50),"Docker, Git, Kubernetes, Python",171000,199000,RUB
104303,2024-05-14,Full-stack Developer,Senior,Москва,Гибрид,Малая (50-250),"Docker, Git, JavaScript, React, SQL",134000,162000,RUB
104512,2024-05-14,Data Engineer,Middle,Удалённо (Россия),Гибрид,Средняя (250-1000),"Airflow, ClickHouse, Git, Python, SQL, Spark",84000,100000,RUB
100103,2024-05-14,ML Engineer,Senior,Санкт-Петербург,Удалённо,Стартап (<50),"Docker, Git, Kubernetes, MLflow, PyTorch",174000,234000,RUB
101900,2024-05-15,DevOps Engineer,Junior,Нижний Новгород,Гибрид,Крупная (1000+),"Docker, Git, Linux, Terraform",36000,43000,RUB
102481,2024-05-15,Product Manager,Senior,Москва,Офис,Крупная (1000+),"Analytics, Confluence, Git, Jira",208000,249000,RUB
103385,2024-05-15,Backend Developer,Junior,Москва,Гибрид,Малая (50-250),"Git, Java, Kubernetes",53000,68000,RUB
101572,2024-05-15,Data Engineer,Junior,Москва,Офис,Стартап (<50),"Docker, Git, Kafka, Python, SQL",43000,54000,RUB
101373,2024-05-15,Mobile Developer,Junior,Удалённо (Россия),Офис,Малая (50-250),"Git, Kotlin, SQL, Swift",49000,65000,RUB
101933,2024-05-15,Mobile Developer,Senior,Санкт-Петербург,Удалённо,Крупная (1000+),"Git, Kotlin, REST API, SQL, Swift",126000,159000,RUB
104818,2024-05-15,Mobile Developer,Junior,Новосибирск,Офис,Малая (50-250),"Git, Kotlin, REST API, SQL, Swift",31000,39000,RUB
103778,2024-05-16,Data Analyst,Junior,Удалённо (Россия),Удалённо,Крупная (1000+),"Excel, Git, Power BI, SQL",44000,59000,RUB
103652,2024-05-16,QA Engineer,Senior,Казань,Удалённо,Средняя (250-1000),"Git, Python, Selenium",77000,91000,RUB
104192,2024-05-16,Data Scientist,Senior,Краснодар,Удалённо,Средняя (250-1000),"PyTorch, Scikit-learn, Statistics",120000,162000,RUB
104458,2024-05-16,Product Manager,Senior,Москва,Гибрид,Крупная (1000+),"Agile, Analytics, Confluence, Git, Jira, SQL",228000,284000,RUB
100393,2024-05-16,ML Engineer,Junior,Москва,Гибрид,Стартап (<50),"Docker, Git, Kubernetes, MLflow, PyTorch, TensorFlow",67000,84000,RUB
105877,2024-05-16,ML Engineer,Junior,Москва,Гибрид,Крупная (1000+),"Docker, Git, Kubernetes, PyTorch, Python, TensorFlow",65000,87000,RUB
103689,2024-05-16,Product Manager,Senior,Новосибирск,Гибрид,Стартап (<50),"Agile, Git, Jira, SQL",110000,136000,RUB
103344,2024-05-16,Data Engineer,Senior,Казань,Удалённо,Малая (50-250),"ClickHouse, Git, Kafka, Spark",127000,166000,RUB
102053,2024-05-16,Data Scientist,Lead,Москва,Гибрид,Малая (50-250),"Docker, Git, Pandas, PyTorch, Python, Statistics",179000,217000,RUB
100920,2024-05-16,DevOps Engineer,Middle,Казань,Офис,Стартап (<50),"Docker, Git, Kubernetes, Terraform",58000,68000,RUB
102662,2024-05-16,Mobile Developer,Middle,Москва,Гибрид,Крупная (1000+),"Git, SQL, Swift",104000,128000,RUB
105736,2024-05-16,Backend Developer,Lead,Екатеринбург,Офис,Средняя (250-1000),"Git, Java, Kubernetes, PostgreSQL, REST API, SQL",159000,194000,RUB
102117,2024-05-17,Mobile Developer,Junior,Удалённо (Россия),Гибрид,Крупная (1000+),"Git, SQL, Swift",49000,62000,RUB
102555,2024-05-17,Backend Developer,Junior,Санкт-Петербург,Гибрид,Стартап (<50),"Git, PostgreSQL, Python, REST API",50000,64000,RUB
104106,2024-05-17,Full-stack Developer,Junior,Москва,Гибрид,Средняя (250-1000),"Docker, Git, Node.js, React",48000,64000,RUB
100708,2024-05-18,System Analyst,Senior,Краснодар,Офис,Средняя (250-1000),"BPMN, Confluence, Git, Jira, SQL, UML",84000,104000,RUB
102287,2024-05-18,System Analyst,Junior,Москва,Офис,Средняя (250-1000),"BPMN, Confluence, Jira, SQL, UML",41000,54000,RUB
100797,2024-05-18,System Analyst,Middle,Удалённо (Россия),Офис,Крупная (1000+),"BPMN, Confluence, Git, Jira, SQL, UML",77000,102000,RUB
104903,2024-05-18,System Analyst,Lead,Нижний Новгород,Удалённо,Средняя (250-1000),"BPMN, Git, UML",118000,146000,RUB
101851,2024-05-18,Data Scientist,Junior,Удалённо (Россия),Удалённо,Крупная (1000+),"Docker, Git, PyTorch, Python",59000,75000,RUB
101901,2024-05-18,Data Scientist,Middle,Екатеринбург,Офис,Стартап (<50),"Git, Pandas, Python, Scikit-learn, Statistics",77000,101000,RUB
104287,2024-05-19,Full-stack Developer,Junior,Москва,Удалённо,Малая (50-250),"Docker, Git, Node.js, SQL",57000,75000,RUB
100906,2024-05-19,Mobile Developer,Middle,Екатеринбург,Гибрид,Стартап (<50),"Git, Kotlin, SQL, Swift",54000,67000,RUB
103463,2024-05-19,Mobile Developer,Middle,Москва,Офис,Малая (50-250),"Git, Kotlin, REST API, SQL, Swift",90000,110000,RUB
101764,2024-05-19,Frontend Developer,Middle,Казань,Гибрид,Малая (50-250),"CSS, Git, HTML, JavaScript, React, TypeScript",51000,67000,RUB
101808,2024-05-19,Frontend Developer,Senior,Удалённо (Россия),Офис,Крупная (1000+),"CSS, Git, JavaScript",126000,166000,RUB
101746,2024-05-19,Data Analyst,Junior,Москва,Гибрид,Малая (50-250),"Excel, Git, Power BI, Python, SQL",54000,68000,RUB
100579,2024-05-20,DevOps Engineer,Lead,Новосибирск,Офис,Крупная (1000+),"AWS, Docker, Kubernetes, Linux, Terraform",148000,190000,RUB
105519,2024-05-20,QA Engineer,Junior,Краснодар,Офис,Малая (50-250),"Git, Manual Testing, Postman, Python, SQL, Selenium",30000,38000,RUB
101447,2024-05-20,Full-stack Developer,Middle,Москва,Удалённо,Средняя (250-1000),"Docker, Git, Node.js, SQL",94000,115000,RUB
101915,2024-05-20,Full-stack Developer,Senior,Санкт-Петербург,Гибрид,Средняя (250-1000),"Git, JavaScript, Node.js, React, SQL",165000,219000,RUB
104676,2024-05-20,Full-stack Developer,Junior,Москва,Гибрид,Стартап (<50),"Docker, Git, React, SQL",46000,53000,RUB
105631,2024-05-20,Frontend Developer,Lead,Нижний Новгород,Удалённо,Крупная (1000+),"CSS, Git, HTML, JavaScript, React, TypeScript",114000,142000,RUB
105053,2024-05-21,QA Engineer,Junior,Казань,Удалённо,Крупная (1000+),"Manual Testing, Postman, Python, SQL, Selenium",30000,37000,RUB
102684,2024-05-21,Data Analyst,Junior,Удалённо (Россия),Удалённо,Крупная (1000+),"Excel, Git, Power BI, Tableau",40000,48000,RUB
100550,2024-05-21,QA Engineer,Junior,Нижний Новгород,Офис,Стартап (<50),"Git, Manual Testing, Postman, Python, SQL, Selenium",30000,39000,RUB
101434,2024-05-21,ML Engineer,Junior,Екатеринбург,Гибрид,Стартап (<50),"Docker, Git, Kubernetes, MLflow, PyTorch, TensorFlow",34000,44000,RUB
100020,2024-05-21,Data Analyst,Junior,Москва,Офис,Стартап (<50),"Git, Power BI, Python, SQL, Tableau",41000,51000,RUB
103940,2024-05-22,Backend Developer,Middle,Удалённо (Россия),Гибрид,Малая (50-250),"Git, PostgreSQL, Python, REST API",77000,99000,RUB
102717,2024-05-22,System Analyst,Middle,Москва,Офис,Малая (50-250),"BPMN, Git, Jira, SQL, UML",80000,100000,RUB
104138,2024-05-22,DevOps Engineer,Senior,Удалённо (Россия),Гибрид,Крупная (1000+),"AWS, Docker, Git, Linux",236000,277000,RUB
102233,2024-05-22,Backend Developer,Senior,Казань,Удалённо,Стартап (<50),"Git, Java, Kubernetes, PostgreSQL, Python, SQL",83000,108000,RUB
105758,2024-05-22,Data Scientist,Junior,Казань,Удалённо,Средняя (250-1000),"Docker, Git, Pandas, PyTorch, Python, Scikit-learn, Statistics",39000,51000,RUB
101090,2024-05-22,DevOps Engineer,Junior,Москва,Гибрид,Малая (50-250),"AWS, CI/CD, Kubernetes, Linux, Terraform",63000,81000,RUB
102759,2024-05-22,QA Engineer,Junior,Москва,Гибрид,Малая (50-250),"Git, Postman, Python, SQL, Selenium",33000,41000,RUB
105281,2024-05-22,ML Engineer,Senior,Санкт-Петербург,Гибрид,Стартап (<50),"Docker, Git, Kubernetes, PyTorch, TensorFlow",151000,195000,RUB
103400,2024-05-23,Product Manager,Junior,Удалённо (Россия),Гибрид,Крупная (1000+),"Agile, Analytics, Confluence, Git, Jira",52000,61000,RUB
103307,2024-05-23,QA Engineer,Middle,Екатеринбург,Удалённо,Малая (50-250),"Manual Testing, Postman, Python, SQL",48000,63000,RUB
104804,2024-05-23,Backend Developer,Lead,Удалённо (Россия),Гибрид,Крупная (1000+),"Docker, Git, Java, Kubernetes, PostgreSQL, SQL",187000,236000,RUB
102775,2024-05-23,Data Engineer,Junior,Москва,Удалённо,Крупная (1000+),"Airflow, ClickHouse, Git, Kafka, Python",73000,97000,RUB
102969,2024-05-23,Data Analyst,Middle,Москва,Удалённо,Малая (50-250),"Excel, Git, Power BI, Python, SQL, Tableau",90000,113000,RUB
101874,2024-05-23,Full-stack Developer,Middle,Москва,Удалённо,Крупная (1000+),"Docker, Git, JavaScript, Node.js, React, SQL",126000,162000,RUB
104978,2024-05-23,Data Scientist,Middle,Екатеринбург,Гибрид,Крупная (1000+),"Git, PyTorch, SQL, Scikit-learn",64000,85000,RUB
100602,2024-05-24,ML Engineer,Lead,Удалённо (Россия),Удалённо,Малая (50-250),"Git, Kubernetes, MLflow, PyTorch, Python, TensorFlow",289000,371000,RUB
101268,2024-05-24,QA Engineer,Middle,Екатеринбург,Гибрид,Малая (50-250),"Git, Manual Testing, Postman, SQL, Selenium",47000,55000,RUB
105454,2024-05-24,Data Analyst,Lead,Санкт-Петербург,Офис,Средняя (250-1000),"Excel, Git, Power BI, SQL, Tableau",165000,205000,RUB
101473,2024-05-24,QA Engineer,Senior,Москва,Гибрид,Средняя (250-1000),"Git, Manual Testing, Postman, Python, SQL, Selenium",118000,153000,RUB
105719,2024-05-24,Mobile Developer,Middle,Москва,Офис,Крупная (1000+),"Git, Kotlin, REST API, SQL, Swift",110000,142000,RUB
102696,2024-05-25,Data Analyst,Junior,Москва,Офис,Крупная (1000+),"Excel, Git, Power BI, SQL, Tableau",51000,63000,RUB
104371,2024-05-25,Mobile Developer,Middle,Москва,Гибрид,Стартап (<50),"Git, Kotlin, REST API, SQL, Swift",71000,93000,RUB
105713,2024-05-26,QA Engineer,Junior,Удалённо (Россия),Гибрид,Малая (50-250),"Git, Postman, Python, SQL, Selenium",32000,42000,RUB
105122,2024-05-26,Backend Developer,Junior,Москва,Удалённо,Средняя (250-1000),"Docker, PostgreSQL, REST API, SQL",61000,74000,RUB
101844,2024-05-26,DevOps Engineer,Senior,Удалённо (Россия),Гибрид,Стартап (<50),"AWS, Docker, Git, Terraform",161000,208000,RUB
100219,2024-05-27,ML Engineer,Senior,Екатеринбург,Офис,Малая (50-250),"Git, Kubernetes, MLflow, PyTorch, Python",110000,127000,RUB
101886,2024-05-27,DevOps Engineer,Junior,Нижний Новгород,Офис,Средняя (250-1000),"AWS, CI/CD, Git, Linux, Terraform",34000,44000,RUB
100465,2024-05-27,Data Engineer,Junior,Санкт-Петербург,Офис,Крупная (1000+),"Airflow, ClickHouse, Docker, Git, Python, SQL",54000,73000,RUB
101062,2024-05-27,Frontend Developer,Lead,Екатеринбург,Удалённо,Средняя (250-1000),"CSS, Git, JavaScript, React, TypeScript",136000,164000,RUB
101015,2024-05-27,Data Engineer,Junior,Удалённо (Россия),Гибрид,Средняя (250-1000),"Airflow, Git, SQL, Spark",60000,74000,RUB
102538,2024-05-27,QA Engineer,Middle,Москва,Офис,Малая (50-250),"Git, Manual Testing, Python, SQL",51000,64000,RUB
101925,2024-05-27,Data Analyst,Junior,Москва,Офис,Средняя (250-1000),"Excel, Git, Python, SQL",34000,44000,RUB
102110,2024-05-27,Product Manager,Senior,Казань,Удалённо,Средняя (250-1000),"Agile, Analytics, Git, Jira, SQL",106000,127000,RUB
103877,2024-05-27,QA Engineer,Middle,Удалённо (Россия),Гибрид,Стартап (<50),"Git, Manual Testing, Postman, Python, SQL",63000,77000,RUB
101204,2024-05-27,QA Engineer,Junior,Москва,Офис,Малая (50-250),"Git, Manual Testing, Postman, Python, Selenium",31000,41000,RUB
105129,2024-05-28,Full-stack Developer,Junior,Нижний Новгород,Офис,Стартап (<50),"Git, JavaScript, Node.js, React, SQL",30000,36000,RUB
101132,2024-05-28,Data Engineer,Middle,Москва,Удалённо,Крупная (1000+),"Airflow, ClickHouse, Git, Python, Spark",135000,169000,RUB
101589,2024-05-28,Frontend Developer,Lead,Удалённо (Россия),Гибрид,Средняя (250-1000),"CSS, Git, JavaScript, React, TypeScript",162000,192000,RUB
105421,2024-05-28,ML Engineer,Junior,Москва,Гибрид,Стартап (<50),"Docker, Git, Kubernetes, MLflow, Python",64000,76000,RUB
105330,2024-05-28,Frontend Developer,Middle,Санкт-Петербург,Офис,Стартап (<50),"CSS, Git, HTML, JavaScript, React, TypeScript",83000,108000,RUB
105445,2024-05-28,Backend Developer,Middle,Москва,Удалённо,Малая (50-250),"Docker, Git, Kubernetes, PostgreSQL, Python, REST API",96000,111000,RUB
102910,2024-05-28,ML Engineer,Junior,Удалённо (Россия),Гибрид,Малая (50-250),"Docker, Git, MLflow, PyTorch, Python, TensorFlow",54000,72000,RUB
102447,2024-05-28,QA Engineer,Senior,Удалённо (Россия),Офис,Стартап (<50),"Git, Manual Testing, Python",82000,101000,RUB
105673,2024-05-28,Data Scientist,Senior,Удалённо (Россия),Офис,Средняя (250-1000),"Docker, Git, Pandas, SQL, Scikit-learn",132000,168000,RUB
102912,2024-05-28,Frontend Developer,Lead,Удалённо (Россия),Офис,Малая (50-250),"CSS, Git, HTML, JavaScript, React, TypeScript",187000,220000,RUB
105456,2024-05-28,Product Manager,Junior,Удалённо (Россия),Удалённо,Средняя (250-1000),"Agile, Analytics, Confluence, Git, Jira, SQL",74000,95000,RUB
104578,2024-05-28,Frontend Developer,Junior,Казань,Офис,Средняя (250-1000),"CSS, Git, HTML, JavaScript, React",30000,38000,RUB
101402,2024-05-29,Frontend Developer,Junior,Москва,Офис,Стартап (<50),"Git, HTML, React",30000,35000,RUB
105718,2024-05-29,QA Engineer,Lead,Новосибирск,Гибрид,Малая (50-250),"Git, Manual Testing, Python, Selenium",102000,130000,RUB
102836,2024-05-29,QA Engineer,Junior,Нижний Новгород,Офис,Малая (50-250),"Git, Manual Testing, Postman, Python, SQL, Selenium",30000,38000,RUB
104470,2024-05-29,Backend Developer,Lead,Краснодар,Офис,Малая (50-250),"Git, Java, Kubernetes, PostgreSQL, Python, REST API, SQL",90000,116000,RUB
101793,2024-05-29,Full-stack Developer,Junior,Удалённо (Россия),Офис,Крупная (1000+),"Git, Node.js, SQL",49000,62000,RUB
105367,2024-05-30,Mobile Developer,Middle,Москва,Офис,Малая (50-250),"Git, Kotlin, REST API, SQL",103000,132000,RUB
103390,2024-05-30,System Analyst,Junior,Москва,Гибрид,Стартап (<50),"BPMN, Git, Jira, SQL, UML",48000,63000,RUB
102917,2024-05-30,System Analyst,Lead,Москва,Офис,Крупная (1000+),"BPMN, Git, UML",208000,263000,RUB
100221,2024-05-30,Frontend Developer,Junior,Санкт-Петербург,Офис,Стартап (<50),"CSS, Git, HTML, JavaScript, React, TypeScript",42000,57000,RUB
103872,2024-05-30,Data Analyst,Senior,Москва,Удалённо,Крупная (1000+),"Excel, Git, Power BI, Python, SQL, Tableau",171000,227000,RUB
103831,2024-05-30,Data Analyst,Senior,Удалённо (Россия),Гибрид,Крупная (1000+),"Git, Power BI, Python, Tableau",146000,195000,RUB
102046,2024-05-30,Product Manager,Junior,Москва,Офис,Малая (50-250),"Agile, Analytics, Confluence, Git, Jira, SQL",73000,98000,RUB
103924,2024-05-31,System Analyst,Senior,Новосибирск,Удалённо,Стартап (<50),"BPMN, Confluence, Git, Jira, SQL, UML",66000,80000,RUB
100621,2024-05-31,Backend Developer,Junior,Удалённо (Россия),Офис,Средняя (250-1000),"Docker, Git, Python, REST API",49000,66000,RUB
101197,2024-05-31,System Analyst,Lead,Санкт-Петербург,Удалённо,Средняя (250-1000),"Confluence, SQL, UML",192000,246000,RUB
105284,2024-05-31,Data Engineer,Junior,Удалённо (Россия),Гибрид,Средняя (250-1000),"Airflow, Git, Kafka, Spark",54000,69000,RUB
100455,2024-05-31,ML Engineer,Senior,Москва,Удалённо,Крупная (1000+),"Docker, Git, Kubernetes, PyTorch, Python, TensorFlow",307000,407000,RUB
103557,2024-05-31,Backend Developer,Junior,Москва,Гибрид,Малая (50-250),"Docker, Git, Java, Kubernetes, Python, REST API",42000,52000,RUB
102071,2024-06-01,Data Scientist,Middle,Москва,Гибрид,Стартап (<50),"Git, Pandas, SQL, Statistics",103000,121000,RUB
103277,2024-06-01,Full-stack Developer,Middle,Москва,Офис,Средняя (250-1000),"Docker, Git, JavaScript, React, SQL",78000,94000,RUB
101552,2024-06-01,Frontend Developer,Middle,Санкт-Петербург,Удалённо,Малая (50-250),"CSS, Git, HTML, JavaScript, React, TypeScript",76000,101000,RUB
102393,2024-06-01,QA Engineer,Junior,Нижний Новгород,Гибрид,Крупная (1000+),"Git, Manual Testing, Postman, Selenium",30000,36000,RUB
104415,2024-06-01,Backend Developer,Middle,Удалённо (Россия),Офис,Стартап (<50),"Docker, Git, Kubernetes, Python",82000,98000,RUB
103842,2024-06-01,Data Scientist,Middle,Москва,Гибрид,Крупная (1000+),"Docker, Git, Pandas, PyTorch, Scikit-learn, Statistics",122000,151000,RUB
101055,2024-06-01,Backend Developer,Middle,Москва,Офис,Крупная (1000+),"Git, PostgreSQL, REST API, SQL",108000,140000,RUB
104000,2024-06-01,Data Engineer,Senior,Санкт-Петербург,Гибрид,Стартап (<50),"Airflow, ClickHouse, Docker, Git, Kafka, SQL",150000,173000,RUB
104739,2024-06-01,ML Engineer,Lead,Москва,Офис,Стартап (<50),"Git, Kubernetes, PyTorch, Python",262000,350000,RUB
103905,2024-06-01,QA Engineer,Junior,Москва,Удалённо,Средняя (250-1000),"Git, Manual Testing, Postman, Python, SQL, Selenium",41000,48000,RUB
104446,2024-06-01,Full-stack Developer,Middle,Москва,Офис,Стартап (<50),"Docker, Git, SQL",80000,104000,RUB
100953,2024-06-02,Backend Developer,Senior,Удалённо (Россия),Удалённо,Средняя (250-1000),"Git, Java, REST API, SQL",154000,199000,RUB
105142,2024-06-02,Full-stack Developer,Middle,Екатеринбург,Офис,Стартап (<50),"Docker, Git, JavaScript, SQL",64000,78000,RUB
101627,2024-06-02,Frontend Developer,Junior,Санкт-Петербург,Гибрид,Малая (50-250),"Git, HTML, React, TypeScript",46000,61000,RUB
104586,2024-06-02,DevOps Engineer,Junior,Москва,Офис,Средняя (250-1000),"AWS, CI/CD, Git, Linux",60000,73000,RUB
101013,2024-06-02,Data Analyst,Middle,Новосибирск,Удалённо,Крупная (1000+),"Excel, Git, Python, SQL, Tableau",78000,97000,RUB
102652,2024-06-02,Data Analyst,Middle,Екатеринбург,Офис,Средняя (250-1000),"Excel, Power BI, Python, SQL, Tableau",47000,62000,RUB
105586,2024-06-02,Frontend Developer,Senior,Москва,Гибрид,Малая (50-250),"CSS, Git, HTML, JavaScript, React, TypeScript",130000,174000,RUB
104558,2024-06-03,Data Engineer,Senior,Санкт-Петербург,Удалённо,Малая (50-250),"ClickHouse, Git, Kafka, Python",169000,205000,RUB
103639,2024-06-03,Data Analyst,Middle,Москва,Удалённо,Малая (50-250),"Excel, Git, Python, SQL",73000,86000,RUB
105667,2024-06-03,Data Scientist,Junior,Москва,Офис,Малая (50-250),"Docker, SQL, Scikit-learn, Statistics",59000,79000,RUB
101736,2024-06-03,Backend Developer,Middle,Удалённо (Россия),Удалённо,Средняя (250-1000),"Git, Java, Kubernetes, PostgreSQL, REST API, SQL",79000,93000,RUB
105323,2024-06-03,Data Scientist,Junior,Москва,Офис,Малая (50-250),"Docker, Git, Pandas, PyTorch, Python, Statistics",53000,67000,RUB
105524,2024-06-03,Backend Developer,Junior,Екатеринбург,Офис,Крупная (1000+),"Docker, Git, Java, Kubernetes, PostgreSQL, REST API",36000,48000,RUB
100247,2024-06-03,Data Engineer,Junior,Казань,Офис,Стартап (<50),"ClickHouse, Git, Kafka, Python",36000,46000,RUB
104655,2024-06-03,Data Analyst,Junior,Казань,Офис,Средняя (250-1000),"Excel, Git, Power BI, Python, SQL, Tableau",30000,37000,RUB
100372,2024-06-04,Backend Developer,Middle,Москва,Удалённо,Малая (50-250),"Docker, Git, Kubernetes, PostgreSQL, REST API",103000,134000,RUB
105746,2024-06-04,Mobile Developer,Middle,Казань,Удалённо,Стартап (<50),"Kotlin, REST API, SQL, Swift",61000,80000,RUB
102964,2024-06-04,Frontend Developer,Middle,Новосибирск,Офис,Стартап (<50),"Git, JavaScript, TypeScript",48000,63000,RUB
105756,2024-06-04,Data Analyst,Middle,Санкт-Петербург,Гибрид,Крупная (1000+),"Excel, Git, Power BI, Python, Tableau",103000,119000,RUB
104924,2024-06-04,Full-stack Developer,Middle,Санкт-Петербург,Удалённо,Малая (50-250),"Git, JavaScript, Node.js",90000,109000,RUB
103069,2024-06-05,Product Manager,Junior,Краснодар,Гибрид,Стартап (<50),"Agile, Analytics, Confluence, Git",31000,38000,RUB
102870,2024-06-05,ML Engineer,Senior,Удалённо (Россия),Гибрид,Малая (50-250),"Git, Kubernetes, MLflow, Python",215000,286000,RUB
105440,2024-06-05,QA Engineer,Lead,Новосибирск,Офис,Крупная (1000+),"Git, Postman, Python, SQL",128000,164000,RUB
101904,2024-06-05,Frontend Developer,Junior,Москва,Офис,Стартап (<50),"CSS, Git, HTML, JavaScript, React",48000,65000,RUB
102224,2024-06-05,System Analyst,Lead,Москва,Удалённо,Крупная (1000+),"BPMN, Confluence, Git, Jira, SQL, UML",248000,318000,RUB
103829,2024-06-05,DevOps Engineer,Junior,Новосибирск,Офис,Малая (50-250),"AWS, Git, Kubernetes",36000,47000,RUB
101557,2024-06-05,QA Engineer,Middle,Санкт-Петербург,Гибрид,Стартап (<50),"Git, Manual Testing, Postman, Python, SQL, Selenium",62000,84000,RUB
100995,2024-06-06,Data Engineer,Middle,Новосибирск,Офис,Крупная (1000+),"ClickHouse, Docker, Git, Python, SQL",75000,87000,RUB
100693,2024-06-06,Data Scientist,Senior,Москва,Удалённо,Малая (50-250),"Git, Pandas, PyTorch",190000,234000,RUB
100159,2024-06-06,DevOps Engineer,Lead,Москва,Офис,Стартап (<50),"AWS, Docker, Git, Kubernetes, Linux, Terraform",213000,260000,RUB
100794,2024-06-06,Data Scientist,Middle,Казань,Удалённо,Крупная (1000+),"Git, Pandas, Python, Scikit-learn, Statistics",74000,86000,RUB
105876,2024-06-06,Backend Developer,Junior,Удалённо (Россия),Гибрид,Средняя (250-1000),"Docker, Git, Java, Kubernetes, PostgreSQL, Python",57000,70000,RUB
101262,2024-06-07,Data Engineer,Junior,Новосибирск,Гибрид,Малая (50-250),"Docker, Git, Kafka, Python, SQL",37000,44000,RUB
103784,2024-06-07,Product Manager,Senior,Новосибирск,Офис,Средняя (250-1000),"Agile, Analytics, Git, Jira, SQL",76000,92000,RUB
101964,2024-06-07,Full-stack Developer,Senior,Москва,Гибрид,Малая (50-250),"Docker, Git, JavaScript, Node.js, React",152000,181000,RUB
102203,2024-06-07,Product Manager,Middle,Казань,Удалённо,Стартап (<50),"Agile, Analytics, Confluence, Git, Jira, SQL",68000,79000,RUB
104461,2024-06-07,Data Engineer,Senior,Санкт-Петербург,Офис,Стартап (<50),"Airflow, ClickHouse, Docker, Git, SQL",124000,158000,RUB
103731,2024-06-08,DevOps Engineer,Lead,Москва,Гибрид,Средняя (250-1000),"CI/CD, Git, Linux, Terraform",259000,343000,RUB
100874,2024-06-08,Full-stack Developer,Middle,Краснодар,Гибрид,Крупная (1000+),"Docker, Git, JavaScript, Node.js, React, SQL",75000,96000,RUB
101278,2024-06-08,Product Manager,Junior,Удалённо (Россия),Офис,Стартап (<50),"Agile, Analytics, Confluence, Git, Jira, SQL",47000,62000,RUB
104878,2024-06-08,ML Engineer,Senior,Удалённо (Россия),Гибрид,Средняя (250-1000),"Docker, Git, Kubernetes, MLflow, PyTorch, Python, TensorFlow",180000,236000,RUB
102838,2024-06-08,QA Engineer,Middle,Москва,Гибрид,Стартап (<50),"Git, Manual Testing, Postman, Python, SQL",64000,83000,RUB
